搜索词,ID,项目名称,造价(百万),项目阶段,省份,城市,公布时间,区域,建面(㎡),行业分类,纬度,经度
再生水,1938155,石屏县银柱塘中型灌区工程(石屏县水务局) v.2,92.25,设计,云南省,红河哈尼族彝族自治州,2023-12-28,华西区,,公用事业设施/基础建设,23.3634018,103.3716107
再生水,1978706,同心县下马关扬黄灌区续建配套与节水改造项目一至七标段(同心县水利规划建设服务中心),200.0,施工单位招标,宁夏省,吴忠市,2023-12-28,华西区,,公用事业设施,37.9970759,106.1943085
再生水,1977146,年产6.5万吨饮用天然矿泉水生产线及基础设施建设项目(十堰市天成饮品有限公司),200.0,构思,湖北省,十堰市,2023-12-28,华南区,57004.0,仓储物流/住宅/办公楼/工业,32.45269,110.560812
再生水,1791098,民勤县10万千瓦风电项目(EPC) (民勤国能风力发电有限责任公司) v.4,250.0,主体工程中标/开工,甘肃省,武威市,2023-12-28,华西区,,电力,37.928881,102.6359886
再生水,1180008,凯盛科技超薄柔性玻璃(UTG)二期(安徽凯盛科技股份有限公司) v.7,500.0,室内装修/封顶后分包工程,安徽省,蚌埠市,2023-12-28,华东区,112470.0,工业/文娱康乐/石油化工,32.9176422,117.3825673
再生水,1513553,大兴区西红门第二再生水厂(一期)工程 (北京市大兴区水务局)v.4,100.0,主体工程中标/开工,北京,大兴区,2023-12-28,华北区,18470.0,公用事业设施/办公楼,39.725413,116.3354417
再生水,1541735,北湾科技双创园一、二期(智谷双创产业园、科技母舰)项目(EPC) (芜湖市鸠江智能投资有限公司) v.5,500.0,主体工程中标/开工,安徽省,芜湖市,2023-12-27,华东区,,办公楼/工业,31.1800568,118.2141777
再生水,1976809,铜川市耀州区惠塬工业园区再生水利用工程 (铜川鸿宇润泽供水有限公司),85.15,构思,陕西省,铜川市,2023-12-27,华西区,,公用事业设施,34.8972729,108.9403845
再生水,1570598,大唐浙江平阳2000MWp光伏复合发电项目 （浙江大唐国际新能源有限责任公司） v.3,1050.0,主体工程中标/开工,浙江省,温州市,2023-12-27,华东区,,电力,27.9963899,120.695345
再生水,1428975,金华市金东区东湖水利枢纽工程 (金华市金东区水务局) v.3,467.5,主体工程中标/开工,浙江省,金华市,2023-12-27,华东区,,基础建设/电力,29.1080344,119.6486487
再生水,1093383,宁化县城乡供水一体化 ( 福建省水务发展集团宁化水务) v.3,1400.0,主体工程中标/开工,福建省,三明市,2023-12-27,华南区,,公用事业设施/基础建设,26.3355765,117.442474
再生水,1975880,仙桃市城东再生水综合利用工程 (仙桃市水利和湖泊局),110.68,构思,湖北省,仙桃市,2023-12-27,华南区,,公用事业设施,30.364029,113.4486702
再生水,1585902,中国中车围场县100兆瓦风电场项目（EPC） (承德正善新能源科技有限公司) v.4,567.0,主体工程中标/开工,河北省,承德市,2023-12-27,华北区,,电力,40.9507147,117.9567031
再生水,1950817,长治市屯留区城乡生活供水东延管网入户配套工程(长治市屯留区水利局) v.2,240.0,设计,山西省,长治市,2023-12-27,华北区,,公用事业设施/基础建设,36.1830167,113.0992929
再生水,1721111,洪湖市老闸泵站新建工程(EPC) (洪湖市水利和湖泊局) v.2,341.85,主体工程中标/开工,湖北省,荆州市,2023-12-27,华南区,,公用事业设施,30.3375612,112.2337264
再生水,1935395,龙源电力“宁湘直流”2GW光伏项目（EPC） (龙源电力中卫龙源新能源有限公司) v.3,1000.0,主体工程中标/开工,宁夏省,中卫市,2023-12-27,华西区,,电力,37.4999947,105.1928783
再生水,1977171,华电乌恰25万千瓦生态治理一体化项目 (华电阜康发电有限公司),200.0,主体工程中标/开工,新疆,克孜勒苏柯尔克孜自治州,2023-12-27,华西区,,基础建设/电力,39.7141576,76.1645911
再生水,1809670,华润新能源阜新新德200MW风电项目 (华润新能源(阜新)风能有限公司) v.4,300.0,主体工程中标/开工,辽宁省,阜新市,2023-12-27,华北区,,电力,42.330278,122.015278
再生水,1827998,曲沃县村级管网升级改造及智慧水务工程项目(曲沃县水利局),300.0,设计,山西省,临汾市,2023-12-26,华北区,,公用事业设施/办公楼,36.229963,111.381767
再生水,1829620,辽水新能铁岭300MW/1200MWh压缩空气储能示范项目(辽宁省水资源管理集团新能源开发有限责任公司) v.2,1000.0,设计,辽宁省,铁岭市,2023-12-26,华北区,16004.0,电力,42.6345121,124.2858328
再生水,1215305,蚌埠液力机械有限公司扩建及智能制造基地建设项目(蚌埠液力机械有限公司(原名:安徽合力股份有限公司蚌埠液力机械厂)) v.9,230.46,室内装修/封顶后分包工程,安徽省,蚌埠市,2023-12-26,华东区,160014.0,办公楼/工业,32.9176422,117.3825673
再生水,1635344,盐源4号地块牧光互补光伏电站（EPC）（盐源久隆新能源开发有限公司） v.4,1781.1,主体工程中标/开工,四川省,凉山彝族自治州,2023-12-26,华西区,,电力,27.8849814,102.2657395
再生水,1973883,莱芜区雪野泉韵乡居乡村振兴齐鲁样板示范区建设项目 (莱芜水利投资发展集团有限公司),70.0,构思,山东省,济南市,2023-12-26,华东区,,住宅/工业,36.6661305,117.0199472
再生水,1119628,150万吨/年新型水溶复合肥联产30万吨/年柴油机尾气处理剂循环经济联合化工项目(EPC) (新疆新冀能源化工有限公司)v.15,4299.95,主体工程中标/开工,新疆,铁门关市,2023-12-26,华西区,,住宅/办公楼/文娱康乐/电力/石油化工,41.8628528,85.6682293
再生水,1924549,睢宁县古邳镇乡村振兴建设项目(江苏禹盛水利工程建设有限公司),70.0,构思,江苏省,徐州市,2023-12-26,华东区,,工业,34.2665258,117.1810431
再生水,1975814,南涧县水利城乡供水一体化项目 （南涧彝族自治县水务局）,300.0,构思,云南省,大理白族自治州,2023-12-26,华西区,,公用事业设施/基础建设,25.6074778,100.2651597
再生水,1690142,安阳市宝莲寺镇污水处理厂及再生水利工程 (安阳市文峰区住房和城乡建设局),700.0,构思,河南省,安阳市,2023-12-26,华北区,,公用事业设施/基础建设,36.1023552,114.33633
再生水,1025837,光泽县城乡供水一体化工程（EPC） (光泽县水利投资有限公司) v.6,500.0,主体工程中标/开工,福建省,南平市,2023-12-26,华南区,,公用事业设施/基础建设,27.3856975,118.0753196
再生水,1844568,2023年度东港区陈疃镇智能温室项目(EPC+OM)(日照市东港区陈疃镇人民政府) v.2,7.0,主体工程中标/开工,山东省,日照市,2023-12-26,华东区,8560.0,工业,35.4178833,119.5213994
再生水,1860708,远大医药(阳新)制剂项目 (远大医药(中国)有限公司),2000.0,主体工程中标/开工,湖北省,黄石市,2023-12-26,华南区,,仓储物流/办公楼/工业,30.2024971,115.0334144
再生水,1912809,盐城市盐都区东南灌区续建配套与节水改造项目 (盐城市盐都区水利工程建设处)（盐城市盐都区水务局 ） v.2,116.0,设计,江苏省,盐城市,2023-12-26,华东区,,公用事业设施,33.349559,120.1577019
再生水,1942057,华能吉林新能源开发有限公司伊通县80MW户用光伏发电项目(华能吉林新能源开发有限公司伊通分公司) v.2,250.0,设计,吉林省,四平市,2023-12-26,华北区,,电力,43.1669821,124.364739
再生水,1903655,国投申腾喀什泽普县80万千瓦光伏治沙一体化项目（EPC）(新疆申腾综合能源服务有限责任公司) v.4,2435.98,主体工程中标/开工,新疆,喀什地区,2023-12-26,华西区,,电力,37.8714865,77.1915562
再生水,1962392,嘉峪关嘉西光伏产业基地100MW光伏发电项目 (嘉峪关远鹏新能源科技有限公司) v.2,300.0,设计,甘肃省,嘉峪关市,2023-12-26,华西区,,电力,39.7722294,98.2885388
再生水,1965091,北镇市屋顶分布式光伏开发试点项目二期工程项目(华能(丹东)综合能源有限责任公司),431.5,设计,辽宁省,锦州市,2023-12-26,华北区,,电力,41.494444,121.615278
再生水,1618743,成都市第八再生水厂二期项目(成都市排水有限责任公司) v.2,900.0,主体工程中标/开工,四川省,成都市,2023-12-26,华西区,,公用事业设施,30.6598628,104.0633717
再生水,1944441,汕头国际纺织服装产业基地项目—基础配套工程(水利部分)（汕头市潮阳区水利工程建设管理服务中心） v.2,819.0,设计,广东省,汕头市,2023-12-26,华南区,,公用事业设施,23.3563921,116.6775856
再生水,1809610,欧达光电天祝大沟滩20万千瓦风电项目（EPC） (天祝欧翔新能源科技有限公司) v.4,500.0,主体工程中标/开工,甘肃省,武威市,2023-12-25,华西区,,电力,37.928881,102.6359886
再生水,1804422,回龙山电站生态流量机组扩机项目 (国电电力发展股份有限公司和禹水电开发公司） v.2,300.0,设计,辽宁省,本溪市,2023-12-25,华北区,,电力,41.2921601,123.7593948
再生水,1906026,华润新能源和田市50万千瓦光伏治沙暨产业园区低碳转型项目(华润新能源（巴里坤）有限公司)(华润新能源投资有限公司新疆分公司) v.4,1000.0,设计,新疆,和田地区,2023-12-25,华西区,,电力,37.1166667,79.9166667
再生水,1444112,高青县大芦湖水库提升改造工程 (淄博富源水务有限公司)(高青县水务局) v.3,300.0,主体工程中标/开工,山东省,淄博市,2023-12-25,华东区,,公用事业设施,36.819626,117.980675
再生水,1974882,安昌灌区、仙桃灌区、安澧灌区、六角尾灌区续建配套与现代化改造项目 （安乡县水利工程项目建设管理中心）,800.0,构思,湖南省,常德市,2023-12-25,华南区,,公用事业设施/基础建设,29.034552,111.6928724
再生水,1793084,100MW/200MWh独立共享储能项目(EPC) (平凉汇核新能源有限公司)(中核汇能（甘肃）能源有限公司) v.4,200.0,构思,甘肃省,平凉市,2023-12-24,华西区,,电力,35.22678,106.495648
再生水,1796957,梧州市龙圩区龙圩堤项目（珠江西江广西梧州市龙圩段防洪堤达标加固工程） (梧州市龙圩区江南灌区管理站) v.3,200.0,设计,广西省,梧州市,2023-12-24,华南区,,公用事业设施/基础建设,23.5715402,111.0139268
再生水,1394148,中国蚌埠传感谷(宁波蚌埠微电子产业园)一期EPC项目 (蚌埠经济开发区投资集团有限公司) v.9,1800.0,主体工程中标/开工,安徽省,蚌埠市,2023-12-24,华东区,451470.0,住宅/停车场/工业,32.9176422,117.3825673
再生水,1888729,北京经济技术开发区路东区标厂高品质再生水厂工程 （北京亦庄环境科技集团有限公司） v.2,100.0,设计,北京,经济技术开发区,2023-12-24,华北区,,公用事业设施,22.76117275,108.29148637085936
再生水,1947320,沁源抽水蓄能电站项目(晋能控股电力集团有限公司) v.2,500.0,构思,山西省,长治市,2023-12-24,华北区,,电力,36.1830167,113.0992929
再生水,1927888,华润电力青田县高湖镇35MWp农光互补光伏发电项目光伏场区及集电线路EPC工程(华润海上风电(苍南)有限公司) v.2,48.66,主体工程中标/开工,浙江省,丽水市,2023-12-24,华东区,,电力,28.4704064,119.9184297
再生水,1888688,恩施市农村饮水安全巩固提升工程（EPC）（恩施市水利局）v.3,343.7,主体工程中标/开工,湖北省,恩施土家族苗族自治州,2023-12-24,华南区,,公用事业设施/基础建设,30.2745483,109.4833079
再生水,1795114,高精密锌合金制品生产项目 (江西鼎旺泰达工业科技有限公司)v.2,200.0,主体工程中标/开工,江西省,吉安市,2023-12-23,华南区,36010.0,住宅/办公楼/工业/文娱康乐,27.0937349,114.961355
再生水,1071851,大唐开原庆云堡200MW风电项目 (辽宁大唐国际有限责任公司) v.4,500.0,主体工程中标/开工,辽宁省,铁岭市,2023-12-23,华北区,,电力,42.6345121,124.2858328
再生水,1764098,国能辽宁新能源开发有限公司北票200MW风电场项目（国能辽宁新能源开发有限公司）（国能朝阳新能源发展有限公司）v.3,1400.0,主体工程中标/开工,辽宁省,朝阳市,2023-12-23,华北区,,电力,41.5754767,120.4390738
再生水,1855423,清流县城乡供水一体化建设项目(二期)(EPC) (清流县津源城乡建设发展集团有限公司) v.2,437.24,主体工程中标/开工,福建省,三明市,2023-12-23,华南区,,公用事业设施/基础建设,26.3355765,117.442474
再生水,1768357,云州区高质量城乡供水水网一体化建设项目(大同云泉农村水务有限公司) v.2,157.88,主体工程中标/开工,山西省,大同市,2023-12-23,华北区,,公用事业设施,40.0919817,113.2951122
再生水,1885509,1万亩SOD优质高产再生水稻种植和深加工项目 (艾斯欧帝健康产业(江苏)有限公司) v.2,100.0,设计,江苏省,淮安市,2023-12-23,华东区,40470.0,仓储物流/工业,33.5524785,119.1075773
再生水,1671927,师宗县水利城乡供水一体化工程(师宗县水务局) v.2,1195.0,设计,云南省,曲靖市,2023-12-23,华西区,,公用事业设施/基础建设,25.4936418,103.7943084
再生水,1533256,华电吉林扶余大林子38.3MW风电项目工程（EPC） (华电吉林能源有限公司) v.6,200.0,主体工程中标/开工,吉林省,松原市,2023-12-23,华北区,,电力,45.1386775,124.8170805
再生水,1671780,吉林华电双阳13.4MW乡村振兴风电项目（EPC)(华电吉林大安风力发电有限公司 ) v.2,100.0,主体工程中标/开工,吉林省,长春市,2023-12-23,华北区,,电力,43.8844201,125.3180998
